FIPS,Geo_FIPS
% Female,PCT_ACS09_5yr_B01001026
% Female: Under 5 Years,PCT_ACS09_5yr_B01001027
% Female: 5 to 9 Years,PCT_ACS09_5yr_B01001028
% Female: 10 to 14 Years,PCT_ACS09_5yr_B01001029
% Female: 15 to 17 Years,PCT_ACS09_5yr_B01001030
% Female: 18 and 19 Years,PCT_ACS09_5yr_B01001031
% Female: 20 Years,PCT_ACS09_5yr_B01001032
% Female: 21 Years,PCT_ACS09_5yr_B01001033
% Female: 22 to 24 Years,PCT_ACS09_5yr_B01001034
% Female: 25 to 29 Years,PCT_ACS09_5yr_B01001035
% Female: 30 to 34 Years,PCT_ACS09_5yr_B01001036
% Female: 35 to 39 Years,PCT_ACS09_5yr_B01001037
% Female: 40 to 44 Years,PCT_ACS09_5yr_B01001038
% Female: 45 to 49 Years,PCT_ACS09_5yr_B01001039
% Female: 50 to 54 Years,PCT_ACS09_5yr_B01001040
% Female: 55 to 59 Years,PCT_ACS09_5yr_B01001041
% Female: 60 and 61 Years,PCT_ACS09_5yr_B01001042
% Female: 62 to 64 Years,PCT_ACS09_5yr_B01001043
% Female: 65 and 66 Years,PCT_ACS09_5yr_B01001044
% Female: 67 to 69 Years,PCT_ACS09_5yr_B01001045
% Female: 70 to 74 Years,PCT_ACS09_5yr_B01001046
% Female: 75 to 79 Years,PCT_ACS09_5yr_B01001047
% Female: 80 to 84 Years,PCT_ACS09_5yr_B01001048
% Female: 85 Years and Over,PCT_ACS09_5yr_B01001049
White Alone Population,ACS09_5yr_B01001A001
White Alone Population: Male,ACS09_5yr_B01001A002
White Alone Population: Male: Under 5 Years,ACS09_5yr_B01001A003
White Alone Population: Male: 5 to 9 Years,ACS09_5yr_B01001A004
White Alone Population: Male: 10 to 14 Years,ACS09_5yr_B01001A005
White Alone Population: Male: 15 to 17 Years,ACS09_5yr_B01001A006
White Alone Population: Male: 18 and 19 Years,ACS09_5yr_B01001A007
White Alone Population: Male: 20 to 24 Years,ACS09_5yr_B01001A008
White Alone Population: Male: 25 to 29 Years,ACS09_5yr_B01001A009
White Alone Population: Male: 30 to 34 Years,ACS09_5yr_B01001A010
White Alone Population: Male: 35 to 44 Years,ACS09_5yr_B01001A011
White Alone Population: Male: 45 to 54 Years,ACS09_5yr_B01001A012
White Alone Population: Male: 55 to 64 Years,ACS09_5yr_B01001A013
White Alone Population: Male: 65 to 74 Years,ACS09_5yr_B01001A014
White Alone Population: Male: 75 to 84 Years,ACS09_5yr_B01001A015
White Alone Population: Male: 85 Years and Over,ACS09_5yr_B01001A016
White Alone Population: Female,ACS09_5yr_B01001A017
White Alone Population: Female: Under 5 Years,ACS09_5yr_B01001A018
White Alone Population: Female: 5 to 9 Years,ACS09_5yr_B01001A019
White Alone Population: Female: 10 to 14 Years,ACS09_5yr_B01001A020
White Alone Population: Female: 15 to 17 Years,ACS09_5yr_B01001A021
White Alone Population: Female: 18 and 19 Years,ACS09_5yr_B01001A022
White Alone Population: Female: 20 to 24 Years,ACS09_5yr_B01001A023
White Alone Population: Female: 25 to 29 Years,ACS09_5yr_B01001A024
White Alone Population: Female: 30 to 34 Years,ACS09_5yr_B01001A025
White Alone Population: Female: 35 to 44 Years,ACS09_5yr_B01001A026
White Alone Population: Female: 45 to 54 Years,ACS09_5yr_B01001A027
White Alone Population: Female: 55 to 64 Years,ACS09_5yr_B01001A028
White Alone Population: Female: 65 to 74 Years,ACS09_5yr_B01001A029
White Alone Population: Female: 75 to 84 Years,ACS09_5yr_B01001A030
White Alone Population: Female: 85 Years and Over,ACS09_5yr_B01001A031
Std. Error: White Alone Population,ACS09_5yr_B01001A001s
Std. Error: White Alone Population: Male,ACS09_5yr_B01001A002s
Std. Error: White Alone Population: Male: Under 5 Years,ACS09_5yr_B01001A003s
Std. Error: White Alone Population: Male: 5 to 9 Years,ACS09_5yr_B01001A004s
Std. Error: White Alone Population: Male: 10 to 14 Years,ACS09_5yr_B01001A005s
Std. Error: White Alone Population: Male: 15 to 17 Years,ACS09_5yr_B01001A006s
Std. Error: White Alone Population: Male: 18 and 19 Years,ACS09_5yr_B01001A007s
Std. Error: White Alone Population: Male: 20 to 24 Years,ACS09_5yr_B01001A008s
Std. Error: White Alone Population: Male: 25 to 29 Years,ACS09_5yr_B01001A009s
Std. Error: White Alone Population: Male: 30 to 34 Years,ACS09_5yr_B01001A010s
Std. Error: White Alone Population: Male: 35 to 44 Years,ACS09_5yr_B01001A011s
Std. Error: White Alone Population: Male: 45 to 54 Years,ACS09_5yr_B01001A012s
Std. Error: White Alone Population: Male: 55 to 64 Years,ACS09_5yr_B01001A013s
Std. Error: White Alone Population: Male: 65 to 74 Years,ACS09_5yr_B01001A014s
Std. Error: White Alone Population: Male: 75 to 84 Years,ACS09_5yr_B01001A015s
Std. Error: White Alone Population: Male: 85 Years and Over,ACS09_5yr_B01001A016s
Std. Error: White Alone Population: Female,ACS09_5yr_B01001A017s
Std. Error: White Alone Population: Female: Under 5 Years,ACS09_5yr_B01001A018s
Std. Error: White Alone Population: Female: 5 to 9 Years,ACS09_5yr_B01001A019s
Std. Error: White Alone Population: Female: 10 to 14 Years,ACS09_5yr_B01001A020s
Std. Error: White Alone Population: Female: 15 to 17 Years,ACS09_5yr_B01001A021s
Std. Error: White Alone Population: Female: 18 and 19 Years,ACS09_5yr_B01001A022s
Std. Error: White Alone Population: Female: 20 to 24 Years,ACS09_5yr_B01001A023s
Std. Error: White Alone Population: Female: 25 to 29 Years,ACS09_5yr_B01001A024s
Std. Error: White Alone Population: Female: 30 to 34 Years,ACS09_5yr_B01001A025s
Std. Error: White Alone Population: Female: 35 to 44 Years,ACS09_5yr_B01001A026s
Std. Error: White Alone Population: Female: 45 to 54 Years,ACS09_5yr_B01001A027s
Std. Error: White Alone Population: Female: 55 to 64 Years,ACS09_5yr_B01001A028s
Std. Error: White Alone Population: Female: 65 to 74 Years,ACS09_5yr_B01001A029s
Std. Error: White Alone Population: Female: 75 to 84 Years,ACS09_5yr_B01001A030s
Std. Error: White Alone Population: Female: 85 Years and Over,ACS09_5yr_B01001A031s
% White Alone Population: Male,PCT_ACS09_5yr_B01001A002
% White Alone Population: Male: Under 5 Years,PCT_ACS09_5yr_B01001A003
% White Alone Population: Male: 5 to 9 Years,PCT_ACS09_5yr_B01001A004
% White Alone Population: Male: 10 to 14 Years,PCT_ACS09_5yr_B01001A005
% White Alone Population: Male: 15 to 17 Years,PCT_ACS09_5yr_B01001A006
% White Alone Population: Male: 18 and 19 Years,PCT_ACS09_5yr_B01001A007
% White Alone Population: Male: 20 to 24 Years,PCT_ACS09_5yr_B01001A008
% White Alone Population: Male: 25 to 29 Years,PCT_ACS09_5yr_B01001A009
% White Alone Population: Male: 30 to 34 Years,PCT_ACS09_5yr_B01001A010
% White Alone Population: Male: 35 to 44 Years,PCT_ACS09_5yr_B01001A011
% White Alone Population: Male: 45 to 54 Years,PCT_ACS09_5yr_B01001A012
% White Alone Population: Male: 55 to 64 Years,PCT_ACS09_5yr_B01001A013
% White Alone Population: Male: 65 to 74 Years,PCT_ACS09_5yr_B01001A014
% White Alone Population: Male: 75 to 84 Years,PCT_ACS09_5yr_B01001A015
% White Alone Population: Male: 85 Years and Over,PCT_ACS09_5yr_B01001A016
% White Alone Population: Female,PCT_ACS09_5yr_B01001A017
% White Alone Population: Female: Under 5 Years,PCT_ACS09_5yr_B01001A018
% White Alone Population: Female: 5 to 9 Years,PCT_ACS09_5yr_B01001A019
% White Alone Population: Female: 10 to 14 Years,PCT_ACS09_5yr_B01001A020
% White Alone Population: Female: 15 to 17 Years,PCT_ACS09_5yr_B01001A021
% White Alone Population: Female: 18 and 19 Years,PCT_ACS09_5yr_B01001A022
% White Alone Population: Female: 20 to 24 Years,PCT_ACS09_5yr_B01001A023
% White Alone Population: Female: 25 to 29 Years,PCT_ACS09_5yr_B01001A024
% White Alone Population: Female: 30 to 34 Years,PCT_ACS09_5yr_B01001A025
% White Alone Population: Female: 35 to 44 Years,PCT_ACS09_5yr_B01001A026
% White Alone Population: Female: 45 to 54 Years,PCT_ACS09_5yr_B01001A027
% White Alone Population: Female: 55 to 64 Years,PCT_ACS09_5yr_B01001A028
% White Alone Population: Female: 65 to 74 Years,PCT_ACS09_5yr_B01001A029
% White Alone Population: Female: 75 to 84 Years,PCT_ACS09_5yr_B01001A030
% White Alone Population: Female: 85 Years and Over,PCT_ACS09_5yr_B01001A031
Black or African American Alone Population,ACS09_5yr_B01001B001
Black or African American Alone Population: Male,ACS09_5yr_B01001B002
Black or African American Alone Population: Male: Under 5 Years,ACS09_5yr_B01001B003
Black or African American Alone Population: Male: 5 to 9 Years,ACS09_5yr_B01001B004
Black or African American Alone Population: Male: 10 to 14 Years,ACS09_5yr_B01001B005
Black or African American Alone Population: Male: 15 to 17 Years,ACS09_5yr_B01001B006
Black or African American Alone Population: Male: 18 and 19 Years,ACS09_5yr_B01001B007
Black or African American Alone Population: Male: 20 to 24 Years,ACS09_5yr_B01001B008
Black or African American Alone Population: Male: 25 to 29 Years,ACS09_5yr_B01001B009
Black or African American Alone Population: Male: 30 to 34 Years,ACS09_5yr_B01001B010
Black or African American Alone Population: Male: 35 to 44 Years,ACS09_5yr_B01001B011
Black or African American Alone Population: Male: 45 to 54 Years,ACS09_5yr_B01001B012
Black or African American Alone Population: Male: 55 to 64 Years,ACS09_5yr_B01001B013
Black or African American Alone Population: Male: 65 to 74 Years,ACS09_5yr_B01001B014
Black or African American Alone Population: Male: 75 to 84 Years,ACS09_5yr_B01001B015
Black or African American Alone Population: Male: 85 Years and Over,ACS09_5yr_B01001B016
Black or African American Alone Population: Female,ACS09_5yr_B01001B017
Black or African American Alone Population: Female: Under 5 Years,ACS09_5yr_B01001B018
Black or African American Alone Population: Female: 5 to 9 Years,ACS09_5yr_B01001B019
Black or African American Alone Population: Female: 10 to 14 Years,ACS09_5yr_B01001B020
Black or African American Alone Population: Female: 15 to 17 Years,ACS09_5yr_B01001B021
Black or African American Alone Population: Female: 18 and 19 Years,ACS09_5yr_B01001B022
Black or African American Alone Population: Female: 20 to 24 Years,ACS09_5yr_B01001B023
Black or African American Alone Population: Female: 25 to 29 Years,ACS09_5yr_B01001B024
Black or African American Alone Population: Female: 30 to 34 Years,ACS09_5yr_B01001B025
Black or African American Alone Population: Female: 35 to 44 Years,ACS09_5yr_B01001B026
Black or African American Alone Population: Female: 45 to 54 Years,ACS09_5yr_B01001B027
Black or African American Alone Population: Female: 55 to 64 Years,ACS09_5yr_B01001B028
Black or African American Alone Population: Female: 65 to 74 Years,ACS09_5yr_B01001B029
Black or African American Alone Population: Female: 75 to 84 Years,ACS09_5yr_B01001B030
Black or African American Alone Population: Female: 85 Years and Over,ACS09_5yr_B01001B031
Std. Error: Black or African American Alone Population,ACS09_5yr_B01001B001s
Std. Error: Black or African American Alone Population: Male,ACS09_5yr_B01001B002s
Std. Error: Black or African American Alone Population: Male: Under 5 Years,ACS09_5yr_B01001B003s
Std. Error: Black or African American Alone Population: Male: 5 to 9 Years,ACS09_5yr_B01001B004s
Std. Error: Black or African American Alone Population: Male: 10 to 14 Years,ACS09_5yr_B01001B005s
Std. Error: Black or African American Alone Population: Male: 15 to 17 Years,ACS09_5yr_B01001B006s
Std. Error: Black or African American Alone Population: Male: 18 and 19 Years,ACS09_5yr_B01001B007s
Std. Error: Black or African American Alone Population: Male: 20 to 24 Years,ACS09_5yr_B01001B008s
Std. Error: Black or African American Alone Population: Male: 25 to 29 Years,ACS09_5yr_B01001B009s
Std. Error: Black or African American Alone Population: Male: 30 to 34 Years,ACS09_5yr_B01001B010s
Std. Error: Black or African American Alone Population: Male: 35 to 44 Years,ACS09_5yr_B01001B011s
Std. Error: Black or African American Alone Population: Male: 45 to 54 Years,ACS09_5yr_B01001B012s
Std. Error: Black or African American Alone Population: Male: 55 to 64 Years,ACS09_5yr_B01001B013s
Std. Error: Black or African American Alone Population: Male: 65 to 74 Years,ACS09_5yr_B01001B014s
Std. Error: Black or African American Alone Population: Male: 75 to 84 Years,ACS09_5yr_B01001B015s
Std. Error: Black or African American Alone Population: Male: 85 Years and Over,ACS09_5yr_B01001B016s
Std. Error: Black or African American Alone Population: Female,ACS09_5yr_B01001B017s
Std. Error: Black or African American Alone Population: Female: Under 5 Years,ACS09_5yr_B01001B018s
Std. Error: Black or African American Alone Population: Female: 5 to 9 Years,ACS09_5yr_B01001B019s
Std. Error: Black or African American Alone Population: Female: 10 to 14 Years,ACS09_5yr_B01001B020s
Std. Error: Black or African American Alone Population: Female: 15 to 17 Years,ACS09_5yr_B01001B021s
Std. Error: Black or African American Alone Population: Female: 18 and 19 Years,ACS09_5yr_B01001B022s
Std. Error: Black or African American Alone Population: Female: 20 to 24 Years,ACS09_5yr_B01001B023s
Std. Error: Black or African American Alone Population: Female: 25 to 29 Years,ACS09_5yr_B01001B024s
Std. Error: Black or African American Alone Population: Female: 30 to 34 Years,ACS09_5yr_B01001B025s
Std. Error: Black or African American Alone Population: Female: 35 to 44 Years,ACS09_5yr_B01001B026s
Std. Error: Black or African American Alone Population: Female: 45 to 54 Years,ACS09_5yr_B01001B027s
Std. Error: Black or African American Alone Population: Female: 55 to 64 Years,ACS09_5yr_B01001B028s
Std. Error: Black or African American Alone Population: Female: 65 to 74 Years,ACS09_5yr_B01001B029s
Std. Error: Black or African American Alone Population: Female: 75 to 84 Years,ACS09_5yr_B01001B030s
Std. Error: Black or African American Alone Population: Female: 85 Years and Over,ACS09_5yr_B01001B031s
% Black or African American Alone Population: Male,PCT_ACS09_5yr_B01001B002
% Black or African American Alone Population: Male: Under 5 Years,PCT_ACS09_5yr_B01001B003
% Black or African American Alone Population: Male: 5 to 9 Years,PCT_ACS09_5yr_B01001B004
% Black or African American Alone Population: Male: 10 to 14 Years,PCT_ACS09_5yr_B01001B005
% Black or African American Alone Population: Male: 15 to 17 Years,PCT_ACS09_5yr_B01001B006
% Black or African American Alone Population: Male: 18 and 19 Years,PCT_ACS09_5yr_B01001B007
% Black or African American Alone Population: Male: 20 to 24 Years,PCT_ACS09_5yr_B01001B008
% Black or African American Alone Population: Male: 25 to 29 Years,PCT_ACS09_5yr_B01001B009
% Black or African American Alone Population: Male: 30 to 34 Years,PCT_ACS09_5yr_B01001B010
% Black or African American Alone Population: Male: 35 to 44 Years,PCT_ACS09_5yr_B01001B011
% Black or African American Alone Population: Male: 45 to 54 Years,PCT_ACS09_5yr_B01001B012
% Black or African American Alone Population: Male: 55 to 64 Years,PCT_ACS09_5yr_B01001B013
% Black or African American Alone Population: Male: 65 to 74 Years,PCT_ACS09_5yr_B01001B014
% Black or African American Alone Population: Male: 75 to 84 Years,PCT_ACS09_5yr_B01001B015
% Black or African American Alone Population: Male: 85 Years and Over,PCT_ACS09_5yr_B01001B016
% Black or African American Alone Population: Female,PCT_ACS09_5yr_B01001B017
% Black or African American Alone Population: Female: Under 5 Years,PCT_ACS09_5yr_B01001B018
% Black or African American Alone Population: Female: 5 to 9 Years,PCT_ACS09_5yr_B01001B019
% Black or African American Alone Population: Female: 10 to 14 Years,PCT_ACS09_5yr_B01001B020
% Black or African American Alone Population: Female: 15 to 17 Years,PCT_ACS09_5yr_B01001B021
% Black or African American Alone Population: Female: 18 and 19 Years,PCT_ACS09_5yr_B01001B022
% Black or African American Alone Population: Female: 20 to 24 Years,PCT_ACS09_5yr_B01001B023
% Black or African American Alone Population: Female: 25 to 29 Years,PCT_ACS09_5yr_B01001B024
% Black or African American Alone Population: Female: 30 to 34 Years,PCT_ACS09_5yr_B01001B025
% Black or African American Alone Population: Female: 35 to 44 Years,PCT_ACS09_5yr_B01001B026
% Black or African American Alone Population: Female: 45 to 54 Years,PCT_ACS09_5yr_B01001B027
% Black or African American Alone Population: Female: 55 to 64 Years,PCT_ACS09_5yr_B01001B028
% Black or African American Alone Population: Female: 65 to 74 Years,PCT_ACS09_5yr_B01001B029
% Black or African American Alone Population: Female: 75 to 84 Years,PCT_ACS09_5yr_B01001B030
% Black or African American Alone Population: Female: 85 Years and Over,PCT_ACS09_5yr_B01001B031
American Indian and Alaska Native Alone Population,ACS09_5yr_B01001C001
American Indian and Alaska Native Alone Population: Male,ACS09_5yr_B01001C002
American Indian and Alaska Native Alone Population: Male: Under 5 Years,ACS09_5yr_B01001C003
American Indian and Alaska Native Alone Population: Male: 5 to 9 Years,ACS09_5yr_B01001C004
American Indian and Alaska Native Alone Population: Male: 10 to 14 Years,ACS09_5yr_B01001C005
American Indian and Alaska Native Alone Population: Male: 15 to 17 Years,ACS09_5yr_B01001C006
American Indian and Alaska Native Alone Population: Male: 18 and 19 Years,ACS09_5yr_B01001C007
American Indian and Alaska Native Alone Population: Male: 20 to 24 Years,ACS09_5yr_B01001C008
American Indian and Alaska Native Alone Population: Male: 25 to 29 Years,ACS09_5yr_B01001C009
American Indian and Alaska Native Alone Population: Male: 30 to 34 Years,ACS09_5yr_B01001C010
American Indian and Alaska Native Alone Population: Male: 35 to 44 Years,ACS09_5yr_B01001C011
American Indian and Alaska Native Alone Population: Male: 45 to 54 Years,ACS09_5yr_B01001C012
American Indian and Alaska Native Alone Population: Male: 55 to 64 Years,ACS09_5yr_B01001C013
American Indian and Alaska Native Alone Population: Male: 65 to 74 Years,ACS09_5yr_B01001C014
American Indian and Alaska Native Alone Population: Male: 75 to 84 Years,ACS09_5yr_B01001C015
American Indian and Alaska Native Alone Population: Male: 85 Years and Over,ACS09_5yr_B01001C016
American Indian and Alaska Native Alone Population: Female,ACS09_5yr_B01001C017
American Indian and Alaska Native Alone Population: Female: Under 5 Years,ACS09_5yr_B01001C018
American Indian and Alaska Native Alone Population: Female: 5 to 9 Years,ACS09_5yr_B01001C019
American Indian and Alaska Native Alone Population: Female: 10 to 14 Years,ACS09_5yr_B01001C020
American Indian and Alaska Native Alone Population: Female: 15 to 17 Years,ACS09_5yr_B01001C021
American Indian and Alaska Native Alone Population: Female: 18 and 19 Years,ACS09_5yr_B01001C022
American Indian and Alaska Native Alone Population: Female: 20 to 24 Years,ACS09_5yr_B01001C023
American Indian and Alaska Native Alone Population: Female: 25 to 29 Years,ACS09_5yr_B01001C024
