FIPS,Geo_FIPS
Std. Error: 5 To 9 Years,ACS19_5yr_B01001004s
Std. Error: 10 To 14 Years,ACS19_5yr_B01001005s
Std. Error: 15 To 17 Years,ACS19_5yr_B01001006s
Std. Error: 18 And 19 Years,ACS19_5yr_B01001007s
Std. Error: 20 Years,ACS19_5yr_B01001008s
Std. Error: 21 Years,ACS19_5yr_B01001009s
Std. Error: 22 To 24 Years,ACS19_5yr_B01001010s
Std. Error: 25 To 29 Years,ACS19_5yr_B01001011s
Std. Error: 30 To 34 Years,ACS19_5yr_B01001012s
Std. Error: 35 To 39 Years,ACS19_5yr_B01001013s
Std. Error: 40 To 44 Years,ACS19_5yr_B01001014s
Std. Error: 45 To 49 Years,ACS19_5yr_B01001015s
Std. Error: 50 To 54 Years,ACS19_5yr_B01001016s
Std. Error: 55 To 59 Years,ACS19_5yr_B01001017s
Std. Error: 60 And 61 Years,ACS19_5yr_B01001018s
Std. Error: 62 To 64 Years,ACS19_5yr_B01001019s
Std. Error: 65 And 66 Years,ACS19_5yr_B01001020s
Std. Error: 67 To 69 Years,ACS19_5yr_B01001021s
Std. Error: 70 To 74 Years,ACS19_5yr_B01001022s
Std. Error: 75 To 79 Years,ACS19_5yr_B01001023s
Std. Error: 80 To 84 Years,ACS19_5yr_B01001024s
Std. Error: 85 Years And Over,ACS19_5yr_B01001025s
Std. Error: Female:,ACS19_5yr_B01001026s
Std. Error: Under 5 Years,ACS19_5yr_B01001027s
Std. Error: 5 To 9 Years,ACS19_5yr_B01001028s
Std. Error: 10 To 14 Years,ACS19_5yr_B01001029s
Std. Error: 15 To 17 Years,ACS19_5yr_B01001030s
Std. Error: 18 And 19 Years,ACS19_5yr_B01001031s
Std. Error: 20 Years,ACS19_5yr_B01001032s
Std. Error: 21 Years,ACS19_5yr_B01001033s
Std. Error: 22 To 24 Years,ACS19_5yr_B01001034s
Std. Error: 25 To 29 Years,ACS19_5yr_B01001035s
Std. Error: 30 To 34 Years,ACS19_5yr_B01001036s
Std. Error: 35 To 39 Years,ACS19_5yr_B01001037s
Std. Error: 40 To 44 Years,ACS19_5yr_B01001038s
Std. Error: 45 To 49 Years,ACS19_5yr_B01001039s
Std. Error: 50 To 54 Years,ACS19_5yr_B01001040s
Std. Error: 55 To 59 Years,ACS19_5yr_B01001041s
Std. Error: 60 And 61 Years,ACS19_5yr_B01001042s
Std. Error: 62 To 64 Years,ACS19_5yr_B01001043s
Std. Error: 65 And 66 Years,ACS19_5yr_B01001044s
Std. Error: 67 To 69 Years,ACS19_5yr_B01001045s
Std. Error: 70 To 74 Years,ACS19_5yr_B01001046s
Std. Error: 75 To 79 Years,ACS19_5yr_B01001047s
Std. Error: 80 To 84 Years,ACS19_5yr_B01001048s
Std. Error: 85 Years And Over,ACS19_5yr_B01001049s
% Total: Male,PCT_ACS19_5yr_B01001002
% Total: Male: Under 5 Years,PCT_ACS19_5yr_B01001003
% Total: Male: 5 To 9 Years,PCT_ACS19_5yr_B01001004
% Total: Male: 10 To 14 Years,PCT_ACS19_5yr_B01001005
% Total: Male: 15 To 17 Years,PCT_ACS19_5yr_B01001006
% Total: Male: 18 And 19 Years,PCT_ACS19_5yr_B01001007
% Total: Male: 20 Years,PCT_ACS19_5yr_B01001008
% Total: Male: 21 Years,PCT_ACS19_5yr_B01001009
% Total: Male: 22 To 24 Years,PCT_ACS19_5yr_B01001010
% Total: Male: 25 To 29 Years,PCT_ACS19_5yr_B01001011
% Total: Male: 30 To 34 Years,PCT_ACS19_5yr_B01001012
% Total: Male: 35 To 39 Years,PCT_ACS19_5yr_B01001013
% Total: Male: 40 To 44 Years,PCT_ACS19_5yr_B01001014
% Total: Male: 45 To 49 Years,PCT_ACS19_5yr_B01001015
% Total: Male: 50 To 54 Years,PCT_ACS19_5yr_B01001016
% Total: Male: 55 To 59 Years,PCT_ACS19_5yr_B01001017
% Total: Male: 60 And 61 Years,PCT_ACS19_5yr_B01001018
% Total: Male: 62 To 64 Years,PCT_ACS19_5yr_B01001019
% Total: Male: 65 And 66 Years,PCT_ACS19_5yr_B01001020
% Total: Male: 67 To 69 Years,PCT_ACS19_5yr_B01001021
% Total: Male: 70 To 74 Years,PCT_ACS19_5yr_B01001022
% Total: Male: 75 To 79 Years,PCT_ACS19_5yr_B01001023
% Total: Male: 80 To 84 Years,PCT_ACS19_5yr_B01001024
% Total: Male: 85 Years And Over,PCT_ACS19_5yr_B01001025
% Total: Female,PCT_ACS19_5yr_B01001026
% Total: Female: Under 5 Years,PCT_ACS19_5yr_B01001027
% Total: Female: 5 To 9 Years,PCT_ACS19_5yr_B01001028
% Total: Female: 10 To 14 Years,PCT_ACS19_5yr_B01001029
% Total: Female: 15 To 17 Years,PCT_ACS19_5yr_B01001030
% Total: Female: 18 And 19 Years,PCT_ACS19_5yr_B01001031
% Total: Female: 20 Years,PCT_ACS19_5yr_B01001032
% Total: Female: 21 Years,PCT_ACS19_5yr_B01001033
% Total: Female: 22 To 24 Years,PCT_ACS19_5yr_B01001034
% Total: Female: 25 To 29 Years,PCT_ACS19_5yr_B01001035
% Total: Female: 30 To 34 Years,PCT_ACS19_5yr_B01001036
% Total: Female: 35 To 39 Years,PCT_ACS19_5yr_B01001037
% Total: Female: 40 To 44 Years,PCT_ACS19_5yr_B01001038
% Total: Female: 45 To 49 Years,PCT_ACS19_5yr_B01001039
% Total: Female: 50 To 54 Years,PCT_ACS19_5yr_B01001040
% Total: Female: 55 To 59 Years,PCT_ACS19_5yr_B01001041
% Total: Female: 60 And 61 Years,PCT_ACS19_5yr_B01001042
% Total: Female: 62 To 64 Years,PCT_ACS19_5yr_B01001043
% Total: Female: 65 And 66 Years,PCT_ACS19_5yr_B01001044
% Total: Female: 67 To 69 Years,PCT_ACS19_5yr_B01001045
% Total: Female: 70 To 74 Years,PCT_ACS19_5yr_B01001046
% Total: Female: 75 To 79 Years,PCT_ACS19_5yr_B01001047
% Total: Female: 80 To 84 Years,PCT_ACS19_5yr_B01001048
% Total: Female: 85 Years And Over,PCT_ACS19_5yr_B01001049
Aggregate Number Of Vehicles (Car Truck Or Van) Used In Commuting,ACS19_5yr_B08015001
Aggregate Number Of Vehicles (Car Truck Or Van) Used In Commuting: Male,ACS19_5yr_B08015002
Aggregate Number Of Vehicles (Car Truck Or Van) Used In Commuting: Female,ACS19_5yr_B08015003
"Std. Error: Aggregate Number Of Vehicles (Car, Truck, Or Van) Used In Commuting:",ACS19_5yr_B08015001s
"Std. Error: Aggregate Number Of Vehicles (Car, Truck, Or Van) Used In Commuting: Std. Error: Male",ACS19_5yr_B08015002s
"Std. Error: Aggregate Number Of Vehicles (Car, Truck, Or Van) Used In Commuting: Std. Error: Female",ACS19_5yr_B08015003s
% Aggregate Number Of Vehicles (Car Truck Or Van) Used In Commuting: Male,PCT_ACS19_5yr_B08015002
% Aggregate Number Of Vehicles (Car Truck Or Van) Used In Commuting: Female,PCT_ACS19_5yr_B08015003
Total,ACS19_5yr_B08134001
Total: Less Than 10 Minutes,ACS19_5yr_B08134002
Total: 10 To 14 Minutes,ACS19_5yr_B08134003
Total: 15 To 19 Minutes,ACS19_5yr_B08134004
Total: 20 To 24 Minutes,ACS19_5yr_B08134005
Total: 25 To 29 Minutes,ACS19_5yr_B08134006
Total: 30 To 34 Minutes,ACS19_5yr_B08134007
Total: 35 To 44 Minutes,ACS19_5yr_B08134008
Total: 45 To 59 Minutes,ACS19_5yr_B08134009
Total: 60 Or More Minutes,ACS19_5yr_B08134010
Total: Car Truck Or Van,ACS19_5yr_B08134011
Total: Car Truck Or Van: Less Than 10 Minutes,ACS19_5yr_B08134012
Total: Car Truck Or Van: 10 To 14 Minutes,ACS19_5yr_B08134013
Total: Car Truck Or Van: 15 To 19 Minutes,ACS19_5yr_B08134014
Total: Car Truck Or Van: 20 To 24 Minutes,ACS19_5yr_B08134015
Total: Car Truck Or Van: 25 To 29 Minutes,ACS19_5yr_B08134016
Total: Car Truck Or Van: 30 To 34 Minutes,ACS19_5yr_B08134017
Total: Car Truck Or Van: 35 To 44 Minutes,ACS19_5yr_B08134018
Total: Car Truck Or Van: 45 To 59 Minutes,ACS19_5yr_B08134019
Total: Car Truck Or Van: 60 Or More Minutes,ACS19_5yr_B08134020
Total: Car Truck Or Van: Drove Alone,ACS19_5yr_B08134021
Total: Car Truck Or Van: Drove Alone: Less Than 10 Minutes,ACS19_5yr_B08134022
Total: Car Truck Or Van: Drove Alone: 10 To 14 Minutes,ACS19_5yr_B08134023
Total: Car Truck Or Van: Drove Alone: 15 To 19 Minutes,ACS19_5yr_B08134024
Total: Car Truck Or Van: Drove Alone: 20 To 24 Minutes,ACS19_5yr_B08134025
Total: Car Truck Or Van: Drove Alone: 25 To 29 Minutes,ACS19_5yr_B08134026
Total: Car Truck Or Van: Drove Alone: 30 To 34 Minutes,ACS19_5yr_B08134027
Total: Car Truck Or Van: Drove Alone: 35 To 44 Minutes,ACS19_5yr_B08134028
Total: Car Truck Or Van: Drove Alone: 45 To 59 Minutes,ACS19_5yr_B08134029
Total: Car Truck Or Van: Drove Alone: 60 Or More Minutes,ACS19_5yr_B08134030
Total:  Carpooled,ACS19_5yr_B08134031
Total:  Carpooled: Less Than 10 Minutes,ACS19_5yr_B08134032
Total:  Carpooled: 10 To 14 Minutes,ACS19_5yr_B08134033
Total:  Carpooled: 15 To 19 Minutes,ACS19_5yr_B08134034
Total:  Carpooled: 20 To 24 Minutes,ACS19_5yr_B08134035
Total:  Carpooled: 25 To 29 Minutes,ACS19_5yr_B08134036
Total:  Carpooled: 30 To 34 Minutes,ACS19_5yr_B08134037
Total:  Carpooled: 35 To 44 Minutes,ACS19_5yr_B08134038
Total:  Carpooled: 45 To 59 Minutes,ACS19_5yr_B08134039
Total:  Carpooled: 60 Or More Minutes,ACS19_5yr_B08134040
Total:  Carpooled: In 2-Person Carpool,ACS19_5yr_B08134041
Total:  Carpooled: In 2-Person Carpool: Less Than 10 Minutes,ACS19_5yr_B08134042
Total:  Carpooled: In 2-Person Carpool: 10 To 14 Minutes,ACS19_5yr_B08134043
Total:  Carpooled: In 2-Person Carpool: 15 To 19 Minutes,ACS19_5yr_B08134044
Total:  Carpooled: In 2-Person Carpool: 20 To 24 Minutes,ACS19_5yr_B08134045
Total:  Carpooled: In 2-Person Carpool: 25 To 29 Minutes,ACS19_5yr_B08134046
Total:  Carpooled: In 2-Person Carpool: 30 To 34 Minutes,ACS19_5yr_B08134047
Total:  Carpooled: In 2-Person Carpool: 35 To 44 Minutes,ACS19_5yr_B08134048
Total:  Carpooled: In 2-Person Carpool: 45 To 59 Minutes,ACS19_5yr_B08134049
Total:  Carpooled: In 2-Person Carpool: 60 Or More Minutes,ACS19_5yr_B08134050
Total:   In 3-Or-More-Person Carpool,ACS19_5yr_B08134051
Total:   In 3-Or-More-Person Carpool: Less Than 10 Minutes,ACS19_5yr_B08134052
Total:   In 3-Or-More-Person Carpool: 10 To 14 Minutes,ACS19_5yr_B08134053
Total:   In 3-Or-More-Person Carpool: 15 To 19 Minutes,ACS19_5yr_B08134054
Total:   In 3-Or-More-Person Carpool: 20 To 24 Minutes,ACS19_5yr_B08134055
Total:   In 3-Or-More-Person Carpool: 25 To 29 Minutes,ACS19_5yr_B08134056
Total:   In 3-Or-More-Person Carpool: 30 To 34 Minutes,ACS19_5yr_B08134057
Total:   In 3-Or-More-Person Carpool: 35 To 44 Minutes,ACS19_5yr_B08134058
Total:   In 3-Or-More-Person Carpool: 45 To 59 Minutes,ACS19_5yr_B08134059
Total:   In 3-Or-More-Person Carpool: 60 Or More Minutes,ACS19_5yr_B08134060
Total: Public Transportation (Excluding Taxicab),ACS19_5yr_B08134061
Total: Public Transportation (Excluding Taxicab): Less Than 10 Minutes,ACS19_5yr_B08134062
Total: Public Transportation (Excluding Taxicab): 10 To 14 Minutes,ACS19_5yr_B08134063
Total: Public Transportation (Excluding Taxicab): 15 To 19 Minutes,ACS19_5yr_B08134064
Total: Public Transportation (Excluding Taxicab): 20 To 24 Minutes,ACS19_5yr_B08134065
Total: Public Transportation (Excluding Taxicab): 25 To 29 Minutes,ACS19_5yr_B08134066
Total: Public Transportation (Excluding Taxicab): 30 To 34 Minutes,ACS19_5yr_B08134067
Total: Public Transportation (Excluding Taxicab): 35 To 44 Minutes,ACS19_5yr_B08134068
Total: Public Transportation (Excluding Taxicab): 45 To 59 Minutes,ACS19_5yr_B08134069
Total: Public Transportation (Excluding Taxicab): 60 Or More Minutes,ACS19_5yr_B08134070
Total: Public Transportation (Excluding Taxicab): Bus,ACS19_5yr_B08134071
Total: Public Transportation (Excluding Taxicab): Bus: Less Than 10 Minutes,ACS19_5yr_B08134072
Total: Public Transportation (Excluding Taxicab): Bus: 10 To 14 Minutes,ACS19_5yr_B08134073
Total: Public Transportation (Excluding Taxicab): Bus: 15 To 19 Minutes,ACS19_5yr_B08134074
Total: Public Transportation (Excluding Taxicab): Bus: 20 To 24 Minutes,ACS19_5yr_B08134075
Total: Public Transportation (Excluding Taxicab): Bus: 25 To 29 Minutes,ACS19_5yr_B08134076
Total: Public Transportation (Excluding Taxicab): Bus: 30 To 34 Minutes,ACS19_5yr_B08134077
Total: Public Transportation (Excluding Taxicab): Bus: 35 To 44 Minutes,ACS19_5yr_B08134078
Total: Public Transportation (Excluding Taxicab): Bus: 45 To 59 Minutes,ACS19_5yr_B08134079
Total: Public Transportation (Excluding Taxicab): Bus: 60 Or More Minutes,ACS19_5yr_B08134080
Total:  Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico),ACS19_5yr_B08134081
Total:  Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico): Less Than 10 Minutes,ACS19_5yr_B08134082
Total:  Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico): 10 To 14 Minutes,ACS19_5yr_B08134083
Total:  Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico): 15 To 19 Minutes,ACS19_5yr_B08134084
Total:  Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico): 20 To 24 Minutes,ACS19_5yr_B08134085
Total:  Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico): 25 To 29 Minutes,ACS19_5yr_B08134086
Total:  Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico): 30 To 34 Minutes,ACS19_5yr_B08134087
Total:  Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico): 35 To 44 Minutes,ACS19_5yr_B08134088
Total:  Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico): 45 To 59 Minutes,ACS19_5yr_B08134089
Total:  Subway Or Elevated Rail Light Rail Streetcar Or Trolley (Carro P̼blico In Puerto Rico): 60 Or More Minutes,ACS19_5yr_B08134090
Total:  Long-Distance Train Or Commuter Rail Or Ferryboat,ACS19_5yr_B08134091
Total:  Long-Distance Train Or Commuter Rail Or Ferryboat: Less Than 10 Minutes,ACS19_5yr_B08134092
Total:  Long-Distance Train Or Commuter Rail Or Ferryboat: 10 To 14 Minutes,ACS19_5yr_B08134093
Total:  Long-Distance Train Or Commuter Rail Or Ferryboat: 15 To 19 Minutes,ACS19_5yr_B08134094
Total:  Long-Distance Train Or Commuter Rail Or Ferryboat: 20 To 24 Minutes,ACS19_5yr_B08134095
Total:  Long-Distance Train Or Commuter Rail Or Ferryboat: 25 To 29 Minutes,ACS19_5yr_B08134096
Total:  Long-Distance Train Or Commuter Rail Or Ferryboat: 30 To 34 Minutes,ACS19_5yr_B08134097
Total:  Long-Distance Train Or Commuter Rail Or Ferryboat: 35 To 44 Minutes,ACS19_5yr_B08134098
Total:  Long-Distance Train Or Commuter Rail Or Ferryboat: 45 To 59 Minutes,ACS19_5yr_B08134099
Total:  Long-Distance Train Or Commuter Rail Or Ferryboat: 60 Or More Minutes,ACS19_5yr_B08134100
Total: Walked,ACS19_5yr_B08134101
Total: Walked: Less Than 10 Minutes,ACS19_5yr_B08134102
Total: Walked: 10 To 14 Minutes,ACS19_5yr_B08134103
Total: Walked: 15 To 19 Minutes,ACS19_5yr_B08134104
Total: Walked: 20 To 24 Minutes,ACS19_5yr_B08134105
Total: Walked: 25 To 29 Minutes,ACS19_5yr_B08134106
Total: Walked: 30 To 34 Minutes,ACS19_5yr_B08134107
Total: Walked: 35 To 44 Minutes,ACS19_5yr_B08134108
Total: Walked: 45 To 59 Minutes,ACS19_5yr_B08134109
Total: Walked: 60 Or More Minutes,ACS19_5yr_B08134110
Total: Taxicab Motorcycle Bicycle Or Other Means,ACS19_5yr_B08134111
Total: Taxicab Motorcycle Bicycle Or Other Means: Less Than 10 Minutes,ACS19_5yr_B08134112
Total: Taxicab Motorcycle Bicycle Or Other Means: 10 To 14 Minutes,ACS19_5yr_B08134113
Total: Taxicab Motorcycle Bicycle Or Other Means: 15 To 19 Minutes,ACS19_5yr_B08134114
Total: Taxicab Motorcycle Bicycle Or Other Means: 20 To 24 Minutes,ACS19_5yr_B08134115
Total: Taxicab Motorcycle Bicycle Or Other Means: 25 To 29 Minutes,ACS19_5yr_B08134116
Total: Taxicab Motorcycle Bicycle Or Other Means: 30 To 34 Minutes,ACS19_5yr_B08134117
Total: Taxicab Motorcycle Bicycle Or Other Means: 35 To 44 Minutes,ACS19_5yr_B08134118
Total: Taxicab Motorcycle Bicycle Or Other Means: 45 To 59 Minutes,ACS19_5yr_B08134119
Total: Taxicab Motorcycle Bicycle Or Other Means: 60 Or More Minutes,ACS19_5yr_B08134120
Std. Error: Total:,ACS19_5yr_B08134001s
Std. Error: Total: Std. Error: Less Than 10 Minutes,ACS19_5yr_B08134002s
Std. Error: Total: Std. Error: 10 To 14 Minutes,ACS19_5yr_B08134003s
Std. Error: Total: Std. Error: 15 To 19 Minutes,ACS19_5yr_B08134004s
Std. Error: Total: Std. Error: 20 To 24 Minutes,ACS19_5yr_B08134005s
Std. Error: Total: Std. Error: 25 To 29 Minutes,ACS19_5yr_B08134006s
Std. Error: Total: Std. Error: 30 To 34 Minutes,ACS19_5yr_B08134007s
Std. Error: Total: Std. Error: 35 To 44 Minutes,ACS19_5yr_B08134008s
Std. Error: Total: Std. Error: 45 To 59 Minutes,ACS19_5yr_B08134009s
Std. Error: Total: Std. Error: 60 Or More Minutes,ACS19_5yr_B08134010s
"Std. Error: Total: Std. Error: Car, Truck, Or Van",ACS19_5yr_B08134011s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Less Than 10 Minutes",ACS19_5yr_B08134012s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: 10 To 14 Minutes",ACS19_5yr_B08134013s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: 15 To 19 Minutes",ACS19_5yr_B08134014s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: 20 To 24 Minutes",ACS19_5yr_B08134015s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: 25 To 29 Minutes",ACS19_5yr_B08134016s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: 30 To 34 Minutes",ACS19_5yr_B08134017s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: 35 To 44 Minutes",ACS19_5yr_B08134018s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: 45 To 59 Minutes",ACS19_5yr_B08134019s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: 60 Or More Minutes",ACS19_5yr_B08134020s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Drove Alone",ACS19_5yr_B08134021s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Drove Alone: Std. Error: Less Than 10 Minutes",ACS19_5yr_B08134022s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Drove Alone: Std. Error: 10 To 14 Minutes",ACS19_5yr_B08134023s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Drove Alone: Std. Error: 15 To 19 Minutes",ACS19_5yr_B08134024s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Drove Alone: Std. Error: 20 To 24 Minutes",ACS19_5yr_B08134025s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Drove Alone: Std. Error: 25 To 29 Minutes",ACS19_5yr_B08134026s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Drove Alone: Std. Error: 30 To 34 Minutes",ACS19_5yr_B08134027s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Drove Alone: Std. Error: 35 To 44 Minutes",ACS19_5yr_B08134028s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Drove Alone: Std. Error: 45 To 59 Minutes",ACS19_5yr_B08134029s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Drove Alone: Std. Error: 60 Or More Minutes",ACS19_5yr_B08134030s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Carpooled",ACS19_5yr_B08134031s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Carpooled: Std. Error: Less Than 10 Minutes",ACS19_5yr_B08134032s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Carpooled: Std. Error: 10 To 14 Minutes",ACS19_5yr_B08134033s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Carpooled: Std. Error: 15 To 19 Minutes",ACS19_5yr_B08134034s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Carpooled: Std. Error: 20 To 24 Minutes",ACS19_5yr_B08134035s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Carpooled: Std. Error: 25 To 29 Minutes",ACS19_5yr_B08134036s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Carpooled: Std. Error: 30 To 34 Minutes",ACS19_5yr_B08134037s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Carpooled: Std. Error: 35 To 44 Minutes",ACS19_5yr_B08134038s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Carpooled: Std. Error: 45 To 59 Minutes",ACS19_5yr_B08134039s
"Std. Error: Total: Std. Error: Car, Truck, Or Van: Std. Error: Carpooled: Std. Error: 60 Or More Minutes",ACS19_5yr_B08134040s
